   0.0000000e+00   3.0512789e+00   3.1415927e+00
   7.9333148e-02   3.1407546e+00   3.3806827e+00
   1.5866630e-01   3.3198327e+00   3.5985068e+00
   2.3799944e-01   3.5913122e+00   3.7936946e+00
   3.1733259e-01   3.8048778e+00   3.9650184e+00
   3.9666574e-01   4.2486883e+00   4.1114005e+00
   4.7599889e-01   3.6615399e+00   4.2319200e+00
   5.5533203e-01   3.6330120e+00   4.3258188e+00
   6.3466518e-01   4.3304033e+00   4.3925063e+00
   7.1399833e-01   4.9863640e+00   4.4315630e+00
   7.9333148e-01   5.0940979e+00   4.4427431e+00
   8.7266463e-01   4.0726502e+00   4.4259764e+00
   9.5199777e-01   3.8718189e+00   4.3813684e+00
   1.0313309e+00   4.8684824e+00   4.3091995e+00
   1.1106641e+00   3.8167443e+00   4.2099238e+00
   1.1899972e+00   4.3029128e+00   4.0841659e+00
   1.2693304e+00   4.6330479e+00   3.9327167e+00
   1.3486635e+00   4.0039258e+00   3.7565290e+00
   1.4279967e+00   4.1122826e+00   3.5567109e+00
   1.5073298e+00   2.5994107e+00   3.3345198e+00
   1.5866630e+00   2.5468677e+00   3.0913527e+00
   1.6659961e+00   3.3068737e+00   2.8287399e+00
   1.7453293e+00   2.4435820e+00   2.5483328e+00
   1.8246624e+00   2.8373784e+00   2.2518959e+00
   1.9039955e+00   2.2936556e+00   1.9412935e+00
   1.9833287e+00   1.8994646e+00   1.6184792e+00
   2.0626618e+00   1.0546520e+00   1.2854843e+00
   2.1419950e+00   4.4345481e-01   9.4440266e-01
   2.2213281e+00   8.0799473e-02   5.9738078e-01
   2.3006613e+00  -2.1672481e-01   2.4660067e-01
   2.3799944e+00  -2.2205310e-01  -1.0573023e-01
   2.4593276e+00   7.6567157e-02  -4.5739648e-01
   2.5386607e+00  -8.2081021e-01  -8.0618506e-01
   2.6179939e+00  -6.7600057e-01  -1.1499028e+00
   2.6973270e+00  -1.5452321e+00  -1.4863867e+00
   2.7766602e+00  -1.8774894e+00  -1.8135210e+00
   2.8559933e+00  -2.2032138e+00  -2.1292471e+00
   2.9353265e+00  -2.5632509e+00  -2.4315796e+00
   3.0146596e+00  -2.1162013e+00  -2.7186160e+00
   3.0939928e+00  -3.7301754e+00  -2.9885514e+00
   3.1733259e+00  -3.5435787e+00  -3.2396872e+00
   3.2526591e+00  -4.1467004e+00  -3.4704442e+00
   3.3319922e+00  -3.3895996e+00  -3.6793703e+00
   3.4113254e+00  -3.6399920e+00  -3.8651517e+00
   3.4906585e+00  -3.3021377e+00  -4.0266194e+00
   3.5699917e+00  -4.0837481e+00  -4.1627580e+00
   3.6493248e+00  -4.4226006e+00  -4.2727109e+00
   3.7286579e+00  -4.8076038e+00  -4.3557865e+00
   3.8079911e+00  -4.2236608e+00  -4.4114624e+00
   3.8873242e+00  -4.0893439e+00  -4.4393881e+00
   3.9666574e+00  -4.6255599e+00  -4.4393881e+00
   4.0459905e+00  -5.1466477e+00  -4.4114624e+00
   4.1253237e+00  -4.4759998e+00  -4.3557865e+00
   4.2046568e+00  -3.8922064e+00  -4.2727109e+00
   4.2839900e+00  -3.7219503e+00  -4.1627579e+00
   4.3633231e+00  -3.3966836e+00  -4.0266195e+00
   4.4426563e+00  -3.3480694e+00  -3.8651516e+00
   4.5219894e+00  -3.8777410e+00  -3.6793704e+00
   4.6013226e+00  -3.2892421e+00  -3.4704440e+00
   4.6806557e+00  -2.8927713e+00  -3.2396873e+00
   4.7599889e+00  -3.4477115e+00  -2.9885512e+00
   4.8393220e+00  -2.1113975e+00  -2.7186161e+00
   4.9186552e+00  -2.3277708e+00  -2.4315793e+00
   4.9979883e+00  -1.9315623e+00  -2.1292472e+00
   5.0773215e+00  -2.2119015e+00  -1.8135208e+00
   5.1566546e+00  -1.4132137e+00  -1.4863869e+00
   5.2359878e+00  -5.0252769e-01  -1.1499025e+00
   5.3153209e+00  -1.0533890e+00  -8.0618521e-01
   5.3946541e+00  -2.2409982e-01  -4.5739619e-01
   5.4739872e+00  -2.6787407e-01  -1.0573038e-01
   5.5533203e+00   4.3757291e-01   2.4660052e-01
   5.6326535e+00   8.9600081e-01   5.9738063e-01
   5.7119866e+00   7.9017863e-01   9.4440251e-01
   5.7913198e+00   1.1559274e+00   1.2854841e+00
   5.8706529e+00   1.8512986e+00   1.6184790e+00
   5.9499861e+00   2.4476710e+00   1.9412934e+00
   6.0293192e+00   2.0593079e+00   2.2518957e+00
   6.1086524e+00   2.4362127e+00   2.5483330e+00
   6.1879855e+00   2.9707350e+00   2.8287398e+00
   6.2673187e+00   3.1899607e+00   3.0913529e+00
   6.3466518e+00   3.6593333e+00   3.3345197e+00
   6.4259850e+00   3.5736782e+00   3.5567111e+00
   6.5053181e+00   4.1711308e+00   3.7565290e+00
   6.5846513e+00   3.9167350e+00   3.9327168e+00
   6.6639844e+00   3.6130226e+00   4.0841659e+00
   6.7433176e+00   4.5108770e+00   4.2099239e+00
   6.8226507e+00   5.0332627e+00   4.3091995e+00
   6.9019839e+00   4.8413250e+00   4.3813684e+00
   6.9813170e+00   4.7313279e+00   4.4259764e+00
   7.0606502e+00   4.4201887e+00   4.4427431e+00
   7.1399833e+00   3.8534822e+00   4.4315630e+00
   7.2193165e+00   4.6397897e+00   4.3925063e+00
   7.2986496e+00   4.1238797e+00   4.3258188e+00
   7.3779827e+00   3.6919867e+00   4.2319201e+00
   7.4573159e+00   4.2115597e+00   4.1114005e+00
   7.5366490e+00   4.4495309e+00   3.9650185e+00
   7.6159822e+00   4.0546176e+00   3.7936946e+00
   7.6953153e+00   4.3476777e+00   3.5985069e+00
   7.7746485e+00   4.0731373e+00   3.3806827e+00
   7.8539816e+00   2.4798859e+00   3.1415928e+00
